name,osm_id,amenity,x,y
,3736917516,bench,-122.681147,45.5283503
,3736917517,bicycle_parking,-122.6803722,45.5284455
,3736917518,bicycle_parking,-122.6803737,45.5285134
,3736917519,bench,-122.6812746,45.528559
,3736917520,bicycle_parking,-122.6803753,45.5285796
,3736917521,bicycle_parking,-122.6811972,45.5286385
,3736917522,bicycle_parking,-122.6804666,45.528643
,3736917523,bicycle_parking,-122.6807908,45.5286444
,3738142615,bicycle_parking,-122.6820322,45.5251649
,3738142616,bicycle_parking,-122.6819012,45.5251675
,3738142617,bicycle_parking,-122.6818192,45.525168
,3738142618,bicycle_parking,-122.6816618,45.5251696
,3738142619,bicycle_parking,-122.6813998,45.5251744
,3738142624,waste_basket,-122.6812786,45.5252351
,3738142630,bicycle_parking,-122.6812847,45.5253069
,3738142635,bicycle_parking,-122.6821437,45.5253363
,3738142638,bicycle_parking,-122.6821459,45.5255394
,3738142639,waste_basket,-122.6811445,45.5257153
Allergy Clinic,3753315146,doctors,-122.6818887,45.5211465
Optimal Results Physical Therapy,3753315181,doctors,-122.681827,45.5212741
Vitalize,3753315206,doctors,-122.6818569,45.5212123
,3753315208,waste_basket,-122.6808597,45.5204955
,3753315212,waste_basket,-122.6807528,45.5205952
,3753315215,waste_basket,-122.6815486,45.5206871
,3753315220,bicycle_parking,-122.6816096,45.5207349
,3753315224,waste_basket,-122.6818956,45.5207954
,3753315526,waste_basket,-122.6806317,45.5208302
,3753315530,waste_basket,-122.6815322,45.5208952
,3753315540,waste_basket,-122.6805125,45.5210148
,3753315545,bicycle_parking,-122.6816704,45.5210527
,3753315547,bicycle_parking,-122.68164,45.5211102
,3753315548,waste_basket,-122.6807944,45.5211279
,3753315554,bicycle_parking,-122.6815874,45.5211994
,3753315557,waste_basket,-122.6811285,45.5212189
,3753315560,drinking_water,-122.6815496,45.5212816
,3753315564,bicycle_parking,-122.6816668,45.5213613
,3753315566,bicycle_parking,-122.6817363,45.5213838
,3753315570,waste_basket,-122.6815306,45.5214387
,3753315571,bicycle_parking,-122.6819808,45.5214472
,3753315572,parking_entrance,-122.6821625,45.5214623
,3753315574,bicycle_parking,-122.6816075,45.5214679
,3753315575,bicycle_parking,-122.6816554,45.5214803
,3753315576,bicycle_parking,-122.6814373,45.5214873
,3753315587,bicycle_parking,-122.6813478,45.5216499
,3753315592,bicycle_parking,-122.6813133,45.5217244
,3753315604,parking_entrance,-122.6820661,45.5219598
PMC,3775763197,parking_entrance,-122.6788833,45.5212168
Union Bank,3775763200,bank,-122.6790628,45.5209482
,3775763208,bicycle_parking,-122.6801137,45.5202884
,3775763210,bicycle_parking,-122.6791744,45.5204043
,3775763211,bicycle_parking,-122.6800774,45.520458
,3775763213,waste_basket,-122.6777958,45.5204816
,3775763214,recycling,-122.6777831,45.5204984
,3775763215,bicycle_parking,-122.6780774,45.5205138
,3775763218,bicycle_parking,-122.6788733,45.5205522
,3775763219,waste_basket,-122.6779189,45.5205536
,3775763220,bicycle_parking,-122.6800268,45.5205561
,3775763222,recycling,-122.6779061,45.5205704
,3775763223,bicycle_parking,-122.6782804,45.5205738
,3775763227,drinking_water,-122.6790656,45.5206242
,3775763233,bicycle_parking,-122.6778572,45.52068
,3775763236,waste_basket,-122.6787434,45.52069
,3775763239,bicycle_parking,-122.679243,45.5207175
,3775763241,bicycle_parking,-122.6794148,45.5207651
,3775763243,bicycle_parking,-122.6787422,45.5207876
,3775763245,bicycle_parking,-122.6791365,45.5208111
,3775763247,waste_basket,-122.6789745,45.5208159
,3775763250,bicycle_parking,-122.6797011,45.5208362
,3775763251,bicycle_parking,-122.6792968,45.5208513
,3775763252,bicycle_parking,-122.6789357,45.5208631
,3775764759,bicycle_parking,-122.679506,45.5209033
,3775764763,bicycle_parking,-122.6788934,45.5209244
,3775764764,bicycle_parking,-122.6795921,45.5209246
,3775764766,bicycle_parking,-122.6796562,45.5209412
,3775764768,waste_basket,-122.6797372,45.5209636
,3775764770,recycling,-122.6776802,45.5209835
,3775764771,waste_basket,-122.6776727,45.5209955
,3775764772,atm,-122.6795117,45.5210195
,3775764782,bicycle_parking,-122.6780736,45.5211678
,3775764783,bicycle_parking,-122.6781348,45.5211835
,3775764794,fountain,-122.6794454,45.5213181
,3775764814,waste_basket,-122.6796363,45.5215825
Willamette University,3780436030,university,-122.6835712,45.5295666
,3780436044,waste_basket,-122.6832801,45.5287518
,3780436045,bicycle_parking,-122.6834406,45.5287589
,3780436257,bicycle_parking,-122.6822728,45.5289144
,3780436262,bicycle_parking,-122.6824868,45.5290754
,3780436265,bicycle_parking,-122.6822815,45.5291652
,3780436266,waste_basket,-122.6821779,45.5293045
,3780436267,waste_basket,-122.6833001,45.5293077
,3780436280,bicycle_parking,-122.6825337,45.5294487
,3780436286,bicycle_parking,-122.6822964,45.5298958
,3780436287,bicycle_parking,-122.6824314,45.5298835
,3780436291,bicycle_parking,-122.6832744,45.5299112
,3780436297,bicycle_parking,-122.6831443,45.53001
,3780436298,waste_basket,-122.6829396,45.5300125
,3780436299,bench,-122.682957,45.5300129
,3780436301,bicycle_parking,-122.6826923,45.5300187
,3780436303,bench,-122.6829507,45.5301418
,3780436304,waste_basket,-122.6829341,45.5301426
,3780436305,bicycle_parking,-122.6827075,45.5301433
,3780436306,bicycle_parking,-122.6833345,45.5301883
Nossa Familia Coffee,3787098629,cafe,-122.6848319,45.5298889
Pacific Cataract and Laser Institute,3787098633,doctors,-122.6851614,45.5304786
Rafia Dental,3787098634,dentist,-122.6851712,45.5297254
Starbucks,3787098637,cafe,-122.6846486,45.5303945
,3787098644,bench,-122.6829442,45.5293331
,3787098647,vending_machine,-122.6826292,45.5293613
,3787098648,bench,-122.6829442,45.5293699
,3787098651,bicycle_parking,-122.6845868,45.5293952
,3787099157,bicycle_parking,-122.6839078,45.5294053
,3787099158,bicycle_parking,-122.6841571,45.5294077
,3787099165,bench,-122.6826221,45.529447
,3787099171,bench,-122.6826213,45.5294944
,3787099186,bicycle_parking,-122.6852664,45.5296721
,3787099190,bicycle_parking,-122.6834673,45.5297061
,3787099202,bicycle_parking,-122.6849082,45.5299727
,3787099203,bench,-122.6846683,45.5299738
,3787099204,waste_basket,-122.6846975,45.529974
,3787099205,waste_basket,-122.684741,45.5299742
,3787099206,bench,-122.6847673,45.5299743
,3787099213,bench,-122.6839847,45.5300083
,3787099214,waste_basket,-122.6840104,45.5300091
,3787099215,bicycle_parking,-122.6840839,45.5300099
,3787099219,waste_basket,-122.6853131,45.530094
,3787099221,bicycle_parking,-122.6848024,45.5301019
,3787099222,waste_basket,-122.6848856,45.5301039
,3787099223,bench,-122.6849118,45.5301039
,3787099230,waste_basket,-122.6838291,45.5301212
,3787099233,bench,-122.6838711,45.5301245
,3787099236,bicycle_parking,-122.6837182,45.5301278
,3787099242,bicycle_parking,-122.6852565,45.5301402
,3787099244,bicycle_parking,-122.6838491,45.5301466
,3787099256,waste_basket,-122.685308,45.5302415
,3787099288,parking_entrance,-122.685337,45.530559
,3787099299,bicycle_parking,-122.6835613,45.5305995
,3787099310,vending_machine,-122.683492,45.5306684
,3787099317,bicycle_parking,-122.6841803,45.5306886
,3787099318,vending_machine,-122.6851051,45.5306887
,3787099320,bench,-122.6836905,45.5306899
,3787099327,bench,-122.6835971,45.5307009
,3787099335,bicycle_parking,-122.6832874,45.5307402
,3798944098,bicycle_parking,-122.6821175,45.5300174
,3798944099,bicycle_parking,-122.6815888,45.5300238
,3798944100,bicycle_parking,-122.6784399,45.5300403
,3798944104,bench,-122.678497,45.5300697
,3798944105,bench,-122.6786263,45.5300834
,3798944107,bench,-122.6790351,45.5301395
,3798944108,bench,-122.6791076,45.5301519
,3798944109,waste_basket,-122.681526,45.5301568
,3798944114,bicycle_parking,-122.6810814,45.5301759
,3798944115,bench,-122.6808711,45.5301764
,3798944116,waste_basket,-122.6808545,45.5301772
,3798944121,bicycle_parking,-122.6811824,45.5302055
,3798944122,bicycle_parking,-122.6812258,45.5302065
,3798944124,bicycle_parking,-122.6825316,45.530211
,3798944125,bicycle_parking,-122.6805743,45.5302158
,3798944126,bicycle_parking,-122.6805315,45.530218
,3798944127,waste_basket,-122.6801955,45.5302183
,3798944129,bicycle_parking,-122.681262,45.5302312
,3798944130,bench,-122.6783996,45.5302331
,3798944132,waste_basket,-122.6784078,45.5302406
,3798944133,bicycle_parking,-122.6804981,45.5302436
,3798944135,bicycle_parking,-122.6801036,45.5302509
,3798944136,bicycle_parking,-122.681264,45.5302618
,3798944139,bicycle_parking,-122.6804941,45.5302733
,3798944152,bench,-122.6783025,45.5302958
,3798944156,bench,-122.6783208,45.5303042
,3798944169,bicycle_parking,-122.683348,45.5303956
,3798944174,bicycle_parking,-122.6824896,45.5304577
,3798944179,bicycle_parking,-122.6813201,45.5304934
,3798944184,bicycle_parking,-122.6802789,45.5305314
,3798944186,bicycle_parking,-122.68028,45.5305862
,3798944202,bicycle_parking,-122.6802814,45.5306471
,3798944206,bicycle_parking,-122.6824956,45.5306621
,3798944207,bicycle_parking,-122.6812785,45.5306807
,3798944215,waste_basket,-122.6813422,45.5307175
,3798944222,bicycle_parking,-122.6811936,45.5307443
,3798944223,waste_basket,-122.6803023,45.530747
,3798944224,bicycle_parking,-122.6828427,45.5307471
,3798944226,bicycle_parking,-122.6826762,45.530755
,3798944227,bicycle_parking,-122.6816593,45.5307638
,3798944228,bicycle_parking,-122.6812018,45.5307722
,3798944229,bicycle_parking,-122.681244,45.5307735
,3798944232,bicycle_parking,-122.6805495,45.5307901
,3798944234,bicycle_parking,-122.6794832,45.530802
,3798944235,bicycle_parking,-122.6794006,45.5308042
,3798944236,bench,-122.6790739,45.5308328
,3798944237,bench,-122.6789673,45.5308337
,3798944238,bench,-122.6790568,45.5308862
,3798944239,bench,-122.6789881,45.5308867
Pearl District Counseling,3807892779,doctors,-122.6830408,45.527085
,3807892780,bicycle_parking,-122.6840683,45.5257287
,3807892781,waste_basket,-122.6841242,45.5257264
,3807892782,bicycle_parking,-122.6849313,45.5258251
,3807892795,bicycle_parking,-122.6848616,45.5264272
,3807892796,bicycle_parking,-122.6847852,45.5264278
,3807892797,waste_basket,-122.6823834,45.5264736
,3807892798,bicycle_parking,-122.6827176,45.5265831
,3807892799,bicycle_parking,-122.6825369,45.5265836
,3807892800,bicycle_parking,-122.6824583,45.5265841
,3807892803,waste_basket,-122.68218,45.5266236
,3807892804,bicycle_parking,-122.6821911,45.5266431
,3807892816,waste_basket,-122.6832188,45.5271186
,3807892818,waste_basket,-122.6822069,45.5271457
,3807892866,vending_machine,-122.6829276,45.5278968
,3807892867,waste_basket,-122.6832477,45.5278976
,3807892873,bench,-122.6819201,45.5279131
,3807892875,vending_machine,-122.6818856,45.5279142
,3807892886,bench,-122.6821949,45.5279551
,3807892896,bench,-122.6819142,45.5280037
,3807892902,bicycle_parking,-122.681396,45.5281256
North Lake,3845257212,doctors,-122.6860558,45.5347091
,3845257215,bicycle_parking,-122.6864718,45.5343596
,3845257216,bicycle_parking,-122.6863989,45.5343607
,3845257218,bicycle_parking,-122.6858039,45.5343701
,3845267105,waste_disposal,-122.6864553,45.5347906
,3845267133,bicycle_parking,-122.6862632,45.5349576
PMC,3846468167,parking_entrance,-122.6852585,45.5203724
,3846468188,bicycle_parking,-122.6843665,45.5205711
,3846468189,drinking_water,-122.6844233,45.5205844
Jersey Mike's Subs,3850594758,fast_food,-122.6589216,45.5349409
,3850594781,bicycle_parking,-122.6576994,45.5338163
,3850594833,bicycle_parking,-122.6576862,45.5341009
,3850594867,bicycle_parking,-122.6587017,45.5345389
,3850594872,bicycle_parking,-122.6570286,45.5345655
,3850594878,bicycle_parking,-122.6577884,45.5345828
,3850594957,bicycle_parking,-122.6586996,45.5348996
,3850594959,bicycle_parking,-122.6572971,45.5349849
,3850594965,bicycle_parking,-122.6571243,45.5351489
,3850594966,waste_basket,-122.6564504,45.5351506
,3850594982,waste_basket,-122.6564668,45.535195
,3850594988,bicycle_parking,-122.6556493,45.5352113
,3850594995,bicycle_parking,-122.6585328,45.5352265
,3850595099,bicycle_parking,-122.6586847,45.5357001
,3850595108,bicycle_parking,-122.6571414,45.5358915
,3850595124,post_box,-122.6575137,45.5359836
,3850595125,post_box,-122.6575137,45.5359902
,3850595127,post_box,-122.6575137,45.5359989
A Taste of Greek,3860421626,fast_food,-122.6734256,45.5203976
Asian Station,3860421628,fast_food,-122.6733269,45.5206078
El Pilón,3860421633,fast_food,-122.6733834,45.5204885
,3860425655,waste_basket,-122.672317,45.5202851
,3860425859,bicycle_parking,-122.6731809,45.5203456
,3860425862,waste_basket,-122.6742973,45.5203602
,3860425866,bicycle_parking,-122.6742714,45.52042
,3860425873,bicycle_parking,-122.6731149,45.5204706
,3860425874,bicycle_parking,-122.6720462,45.520473
,3860425878,waste_basket,-122.6723039,45.5204976
,3860425879,post_box,-122.6723276,45.5205035
,3860425880,bicycle_parking,-122.6723613,45.52051
,3860425885,waste_basket,-122.6733391,45.5206568
,3860425888,bicycle_parking,-122.673305,45.5207703
,3861909893,waste_basket,-122.6772291,45.5218477
,3861909894,recycling,-122.6772189,45.5218637
,3861909895,bicycle_parking,-122.6774678,45.5218822
,3861909896,drinking_water,-122.6772074,45.5218898
,3861909898,bicycle_parking,-122.6778764,45.5219852
,3861909901,bicycle_parking,-122.6780271,45.522105
,3861909905,bicycle_parking,-122.6770622,45.5221591
,3861909906,bicycle_parking,-122.677993,45.5221834
,3861909907,bicycle_parking,-122.6770398,45.5222016
,3861909913,waste_basket,-122.6768017,45.5222795
,3861909914,recycling,-122.6769746,45.5222804
,3861909915,recycling,-122.6767947,45.5222938
,3861909916,waste_basket,-122.6769633,45.522298
,3861909919,bicycle_parking,-122.6779227,45.5223088
,3861909927,bicycle_parking,-122.6778801,45.5224305
,3861909929,recycling,-122.6766541,45.5224618
,3861909931,waste_basket,-122.6766483,45.5224788
,3861909933,waste_basket,-122.6768188,45.5225161
,3861909934,recycling,-122.6768086,45.5225305
,3879453135,parking_entrance,-122.6642685,45.5274353
,3926538655,bicycle_parking,-122.6730051,45.5214519
,3926538660,bicycle_parking,-122.6727557,45.5215546
,3926538663,bicycle_parking,-122.673426,45.5215647
,3926538666,bicycle_parking,-122.6735486,45.5215999
,3926538674,waste_basket,-122.672574,45.521979
,3942888890,bicycle_parking,-122.6708478,45.5209348
,3942888892,waste_basket,-122.6716352,45.5210887
,3942888895,bicycle_parking,-122.6723444,45.5211532
,3942888897,waste_basket,-122.6718512,45.5211905
,3942888906,waste_basket,-122.6711508,45.5215992
,3942888908,waste_basket,-122.6713376,45.5216488
,3942888911,bicycle_parking,-122.6716111,45.5217222
,3942888912,bicycle_parking,-122.6724257,45.5217664
,3942888913,bicycle_parking,-122.6724043,45.5218057
,3942888915,bicycle_parking,-122.6723683,45.5218548
,3947003484,bicycle_parking,-122.6755058,45.5202847
,3947003486,bicycle_parking,-122.6754906,45.5203209
,3947003488,waste_basket,-122.6745071,45.5204033
,3947003489,drinking_water,-122.6753357,45.5205994
,3947003494,bicycle_parking,-122.6752263,45.5207931
,3947003503,bicycle_parking,-122.6746231,45.5210057
,3947003504,bicycle_parking,-122.6751133,45.5210135
,3947003507,bicycle_parking,-122.675092,45.521046
,3947003508,waste_basket,-122.6750776,45.5210656
,3954443058,waste_basket,-122.6694622,45.5220409
,3954443059,bicycle_parking,-122.6694962,45.52213
,3954443060,bench,-122.6693291,45.5221813
,3954443061,bench,-122.6693153,45.5222263
,3954443062,waste_basket,-122.6700709,45.5222271
,3954443063,bench,-122.6693111,45.5222871
,3954443064,bench,-122.6693153,45.5223427
,3954443065,bench,-122.6693277,45.5223818
,3954550589,bench,-122.6665525,45.5202914
,3954550609,bench,-122.6662809,45.5216017
,3954550612,bench,-122.6662663,45.5216497
,3954550630,bench,-122.6659611,45.5226354
,3954550631,bench,-122.6659587,45.5226588
,3954550635,bench,-122.6662339,45.5234167
,3954550636,bench,-122.6662315,45.5234438
,3954550637,bench,-122.6661999,45.5236627
,3954550638,bench,-122.6661934,45.5236902
,3954550639,bench,-122.6661565,45.5239075
,3954550640,bench,-122.6661494,45.5239342
,3954550641,bench,-122.6661043,45.5241523
,3954550642,bench,-122.6660979,45.5241798
,3954550643,bench,-122.6660428,45.5243946
,3954550644,bench,-122.6660357,45.5244225
,3954550645,bench,-122.6659771,45.5246369
,3954550646,bench,-122.6659683,45.524664
,3954550647,bench,-122.6659037,45.5248777
,3954550648,bench,-122.6658954,45.5249053
Sizzle Pie,3983330600,restaurant,-122.6642226,45.5359082
Pine State Biscuits,3983330601,restaurant,-122.6641983,45.5359458
PMC,4002991906,parking_entrance,-122.6834356,45.5221861
Ringlers Pub,4002991908,pub,-122.6850539,45.5227949
Zeus Café,4002991911,restaurant,-122.6832854,45.5227283
,4002991917,bicycle_parking,-122.6847633,45.5217967
,4002991921,waste_basket,-122.6836293,45.521885
,4002991927,bicycle_parking,-122.6836102,45.5219837
,4002991934,bicycle_parking,-122.683957,45.5220974
,4002991940,bicycle_parking,-122.6847836,45.5221939
,4002991945,recycling,-122.6843291,45.5222397
,4002991946,waste_basket,-122.6843255,45.5222459
,4002991957,bicycle_parking,-122.6850327,45.5223764
,4002991966,bicycle_parking,-122.6832653,45.5224186
,4002991971,bicycle_parking,-122.6841899,45.5224458
,4002993889,bicycle_parking,-122.6843663,45.5225457
,4002993898,bicycle_parking,-122.6841165,45.5225866
,4002993905,bicycle_parking,-122.6843139,45.5226427
,4002993913,bicycle_parking,-122.6852157,45.5227049
,4002993920,bicycle_parking,-122.683936,45.5227647
,4002993921,bicycle_parking,-122.6836673,45.5227789
,4002993924,recycling,-122.6840905,45.5227932
,4002993927,waste_basket,-122.6840913,45.5227999
,4002993928,bicycle_parking,-122.6851679,45.5228028
,4002993931,bicycle_parking,-122.6838296,45.5228232
,4002993933,bicycle_parking,-122.684346,45.5228544
,4002993935,bicycle_parking,-122.6849438,45.5229786
,4002993936,bicycle_parking,-122.6847194,45.5229844
,4002993937,bicycle_parking,-122.6847851,45.5229844
,4006266580,bicycle_parking,-122.6786458,45.5205549
,4006266582,bicycle_parking,-122.6787188,45.520572
,4011943933,bicycle_parking,-122.6857554,45.5286608
,4011943934,bicycle_parking,-122.6860049,45.5286614
,4011943935,waste_basket,-122.6855294,45.5286647
,4011943945,bicycle_parking,-122.6856572,45.5286854
,4011943947,bicycle_parking,-122.6854701,45.5287155
,4011943950,bicycle_parking,-122.6854717,45.5287766
,4011943968,waste_basket,-122.6862891,45.5292519
,4011943971,waste_basket,-122.6855571,45.52927
,4011943972,bicycle_parking,-122.6858486,45.5293737
,4011943973,bicycle_parking,-122.685745,45.5293741
,4011943974,bicycle_parking,-122.6856561,45.5293745
,4011943977,bicycle_parking,-122.6854835,45.5294249
,4011943978,bicycle_parking,-122.6854853,45.529468
,4011944192,waste_basket,-122.6861692,45.5299677
,4013416517,bicycle_parking,-122.6849114,45.5308169
,4013416518,bicycle_parking,-122.6846151,45.5308186
,4013416521,bicycle_parking,-122.6842522,45.5308293
,4013416522,bicycle_parking,-122.6849732,45.5308306
,4013416523,bicycle_parking,-122.6841869,45.530831
,4013416524,bicycle_parking,-122.6841338,45.5308324
,4013416542,bicycle_parking,-122.683523,45.5310845
,4013416553,bicycle_parking,-122.683523,45.5311318
,4013416584,post_box,-122.6854036,45.531364
,4013421696,waste_basket,-122.683508,45.5314103
,4013421697,bicycle_parking,-122.6846926,45.5314211
,4013421698,bicycle_parking,-122.6846213,45.531422
,4013421699,bicycle_parking,-122.6841161,45.5314324
,4017445525,bicycle_parking,-122.6820667,45.5244443
,4017445528,bicycle_parking,-122.6821317,45.5245103
,4017445529,waste_basket,-122.6821147,45.5245118
,4017445531,waste_basket,-122.6821126,45.5245648
,4017445532,recycling,-122.6821126,45.5245749
,4017445535,bicycle_parking,-122.6821178,45.5246593
,4017445536,bicycle_parking,-122.6821162,45.5246931
,4017484532,bicycle_parking,-122.6813387,45.5267438
,4017484540,bicycle_parking,-122.6818903,45.5271895
Gallery 114,4017520605,arts_centre,-122.6825169,45.5264322
,4017520617,bicycle_parking,-122.6823312,45.526046
,4017520625,bicycle_parking,-122.6823301,45.5262722
,4017520636,bicycle_parking,-122.6831938,45.5263805
,4017520637,bicycle_parking,-122.6826123,45.5264063
,4017520640,bicycle_parking,-122.6826252,45.5264333
,4017520642,bicycle_parking,-122.6823313,45.5264363
,4017520645,waste_basket,-122.6831434,45.5264584
,4017520647,bicycle_parking,-122.6830194,45.5264596
,4068962679,bicycle_parking,-122.6726047,45.5205765
,4068962680,bicycle_parking,-122.6726664,45.5205939
,4068962682,bicycle_parking,-122.6720428,45.5208076
,4068962684,waste_basket,-122.6719872,45.5209007
,4068963191,waste_basket,-122.6726973,45.5211981
,4069489719,bicycle_parking,-122.672665,45.5221036
,4069489721,bicycle_parking,-122.6728859,45.5221678
,4069489723,bicycle_parking,-122.6730157,45.5222055
,4069489725,bicycle_parking,-122.6732202,45.5222995
,4069489727,bicycle_parking,-122.6723099,45.5223697
,4069489728,bicycle_parking,-122.6731826,45.5223775
,4069489731,bicycle_parking,-122.6723421,45.5224571
,4069489748,atm,-122.6727864,45.5225838
,4069489750,bicycle_parking,-122.6732021,45.5226018
,4069489752,waste_basket,-122.6732011,45.5226166
,4069489755,bicycle_parking,-122.6724061,45.5226683
,4069489776,waste_basket,-122.6735233,45.5228698
,4069489788,atm,-122.6731757,45.5229308
,4069490689,drinking_water,-122.67353,45.5229375
,4069490698,bicycle_parking,-122.6728313,45.5230141
,4071030889,waste_basket,-122.6760091,45.5215535
,4071030890,recycling,-122.6760048,45.5215627
,4071030891,bicycle_parking,-122.6763667,45.5215912
,4071030892,waste_basket,-122.6761687,45.5215929
,4071030893,recycling,-122.6761657,45.5216041
,4071030894,bicycle_parking,-122.6768884,45.521735
,4071030898,waste_basket,-122.6770236,45.5218585
,4071030899,recycling,-122.6770134,45.5218745
,4071030901,bicycle_parking,-122.676816,45.5219577
,4071030902,telephone,-122.6769085,45.522093
,4071030907,waste_basket,-122.676392,45.5229063
,4071030909,recycling,-122.676385,45.5229198
,4071030911,recycling,-122.6755428,45.522962
,4071030913,waste_basket,-122.6755438,45.5229749
,4072740543,atm,-122.6624966,45.5340738
,4105343449,post_box,-122.6626589,45.5208588
,4105343453,bicycle_parking,-122.6615864,45.5211416
,4105343454,bicycle_parking,-122.6615146,45.521143
,4105343455,bicycle_parking,-122.6614201,45.5211435
,4105343459,bicycle_parking,-122.6608498,45.5212656
,4105343463,bicycle_parking,-122.6608551,45.5214047
,4105343466,bicycle_parking,-122.6609815,45.5214592
Aybla,4106297662,fast_food,-122.6760111,45.5213359
Babylon Food,4106297663,fast_food,-122.6762012,45.5209812
Boonkrong,4106297664,fast_food,-122.6758141,45.5212755
Chez Dodo,4106297666,fast_food,-122.6759944,45.520777
Don Pedro,4106297667,fast_food,-122.6761866,45.5210085
Hawaiian Grill,4106297669,fast_food,-122.6762159,45.520954
Khob Khun,4106297671,fast_food,-122.6761573,45.5210631
Kingsland Kitchen,4106297672,fast_food,-122.6757449,45.5212576
Korean Twist,4106297673,fast_food,-122.6760403,45.5212814
La Jarochita,4106297674,fast_food,-122.6760549,45.5212541
Mr. Taco,4106297676,fast_food,-122.6760696,45.5212268
PDX Empanadas,4106297677,fast_food,-122.6757102,45.5212487
Real Taste of India,4106297678,fast_food,-122.6762597,45.5208721
Saigon Food To-Go,4106297679,fast_food,-122.6760257,45.5213086
Schnitzelwich,4106297680,fast_food,-122.6761774,45.5208213
Small Pharoah's,4106297681,fast_food,-122.6762744,45.5208448
Spoons,4106297682,fast_food,-122.6760842,45.5211995
Steaks Fifth Avenue,4106297683,fast_food,-122.6761281,45.5211177
Thai Sky,4106297684,fast_food,-122.6760988,45.5211722
Veli Thai,4106297685,fast_food,-122.6762305,45.5209267
Vina,4106297686,fast_food,-122.6761427,45.5210904
Wagsy's,4106297687,fast_food,-122.6757795,45.5212666
,4106311089,bicycle_parking,-122.6757089,45.520512
,4106311091,bicycle_parking,-122.6758027,45.5205393
,4106311092,bicycle_parking,-122.6757074,45.5206464
,4106311094,bicycle_parking,-122.675985,45.5207225
,4106311095,waste_basket,-122.67604,45.5207347
,4106311096,bicycle_parking,-122.6754956,45.5207404
,4106311097,waste_basket,-122.6762546,45.5207911
,4106311101,atm,-122.6762641,45.5208611
,4106311102,waste_basket,-122.6763641,45.52087
,4106311103,recycling,-122.6763598,45.5208792
,4106311104,bicycle_parking,-122.6754018,45.5209048
,4106311106,bench,-122.6762976,45.5209729
Ali Baba,4106311110,fast_food,-122.676172,45.5210358
,4106311111,waste_basket,-122.6762808,45.5210462
,4106311113,bicycle_parking,-122.675324,45.5210551
,4106311116,bicycle_parking,-122.6752757,45.5211303
,4106311118,bench,-122.6762057,45.5211491
,4106311123,bicycle_parking,-122.6754246,45.521213
,4106311128,bicycle_parking,-122.675501,45.5212384
,4106311129,bench,-122.6761628,45.5212426
,4106311130,bench,-122.6761206,45.5213102
,4106311131,recycling,-122.6761124,45.5213487
,4106311132,drinking_water,-122.6762889,45.5213554
,4106311133,waste_basket,-122.6761033,45.5213639
,4106311135,recycling,-122.6762922,45.5213871
,4106311136,waste_basket,-122.6762844,45.5214052
Portland City Grill,4106707895,restaurant,-122.6759928,45.5226107
Subway,4106707898,fast_food,-122.6760706,45.5220911
,4106707901,waste_basket,-122.6757776,45.5213239
,4106707902,bicycle_parking,-122.6755184,45.5213563
,4106707907,bicycle_parking,-122.6758215,45.5214394
,4106707908,post_box,-122.675963,45.5214808
,4106707911,bench,-122.6761249,45.5216631
,4106707912,bench,-122.6759439,45.521665
,4106707915,bicycle_parking,-122.674752,45.521688
,4106707918,bicycle_parking,-122.6747295,45.5217277
,4106707922,bicycle_parking,-122.6749411,45.5217603
,4106707923,telephone,-122.6760485,45.521789
,4106707926,bicycle_parking,-122.6759888,45.5219229
,4106707929,recycling,-122.6757729,45.5219606
,4106707930,waste_basket,-122.6757683,45.5219703
,4106707931,drinking_water,-122.67576,45.5219876
,4106707934,bench,-122.6759486,45.5219962
,4106707936,post_box,-122.6756371,45.5220234
,4106707938,bicycle_parking,-122.6756505,45.5220469
,4106707939,waste_basket,-122.6759056,45.5220517
,4106707940,recycling,-122.6758986,45.5220652
,4106707943,recycling,-122.6758294,45.522196
,4106707945,waste_basket,-122.6758415,45.5221995
,4106707948,waste_basket,-122.6756272,45.5222274
,4106707949,recycling,-122.6756189,45.5222498
,4106707952,bicycle_parking,-122.675732,45.5225003
,4106707953,waste_basket,-122.6756765,45.5226272
,4106707954,recycling,-122.6756681,45.5226496
,4106707955,bicycle_parking,-122.6756147,45.5227549
Taco Land,4139796190,fast_food,-122.6741525,45.5226478
Zaalook,4139796191,fast_food,-122.6741579,45.5228282
,4139796192,taxi,-122.6739105,45.5216777
,4139796193,bicycle_parking,-122.6739406,45.5217021
,4139796194,waste_basket,-122.6738065,45.5217153
,4139796200,waste_basket,-122.6746213,45.5219389
,4139796202,bicycle_parking,-122.6736329,45.5219845
,4139796203,bicycle_parking,-122.6746025,45.5219859
,4139796205,waste_basket,-122.6743624,45.5224049
,4139796216,atm,-122.6742069,45.5229711
,4154528335,bicycle_parking,-122.6782677,45.5244143
,4154528336,bicycle_parking,-122.6780345,45.5244207
,4154528337,bicycle_parking,-122.6779052,45.5244207
,4154528338,bicycle_parking,-122.6776835,45.5244272
,4154528339,bicycle_parking,-122.6777274,45.524864
,4154528340,bicycle_parking,-122.6781199,45.5251148
Biketown PDX NW 8th at Everett,4154528341,bicycle_rental,-122.6784871,45.5249611
,4154528342,bicycle_parking,-122.6784525,45.5249708
,4154528343,bicycle_parking,-122.6784271,45.5247815
BrewCycle,4158851203,bicycle_rental,-122.6856545,45.5258661
,4158851204,bicycle_parking,-122.6851966,45.5256601
